AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,CURED,DEAD,NAME,OBJECTID
AGE_45_65,2,37769,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_65_85,2,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,2,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,3,37789,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_18_35,3,45906,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_35_45,3,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,3,37769,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_65_85,3,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,3,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,4,37788,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_18_35,4,45905,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_35_45,4,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,4,37769,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_65_85,4,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,4,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,5,37787,1,1,0,0,0,0,0,Noord-Drenthe,10
AGE_18_35,5,45905,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_35_45,5,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,5,37769,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_65_85,5,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,5,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,6,37787,0,2,0,0,0,0,0,Noord-Drenthe,10
AGE_18_35,6,45905,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_35_45,6,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,6,37768,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_65_85,6,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,6,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,7,37787,0,1,0,0,0,1,0,Noord-Drenthe,10
AGE_18_35,7,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,7,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,7,37768,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_65_85,7,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,7,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,8,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,8,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,8,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,8,37767,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_65_85,8,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,8,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,9,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,9,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,9,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,9,37767,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_65_85,9,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,9,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,10,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,10,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,10,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,10,37767,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_65_85,10,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,10,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,11,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,11,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,11,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,11,37767,0,0,0,0,0,3,0,Noord-Drenthe,10
AGE_65_85,11,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,11,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,12,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,12,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,12,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,12,37767,0,0,0,0,0,3,0,Noord-Drenthe,10
AGE_65_85,12,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,12,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,13,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,13,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,13,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,13,37767,0,0,0,0,0,3,0,Noord-Drenthe,10
AGE_65_85,13,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,13,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,14,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,14,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,14,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,14,37764,3,0,0,0,0,3,0,Noord-Drenthe,10
AGE_65_85,14,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,14,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,15,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,15,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,15,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,15,37764,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_65_85,15,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,15,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,16,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,16,45905,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,16,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,16,37764,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_65_85,16,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,16,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,17,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,17,45904,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,17,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,17,37763,1,0,0,0,0,6,0,Noord-Drenthe,10
AGE_65_85,17,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,17,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,18,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,18,45904,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,18,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,18,37763,0,1,0,0,0,6,0,Noord-Drenthe,10
AGE_65_85,18,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,18,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,19,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,19,45903,2,0,0,0,0,2,0,Noord-Drenthe,10
AGE_35_45,19,20741,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,19,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,19,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,19,12497,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,20,37787,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,20,45903,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_35_45,20,20740,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,20,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,20,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,20,12496,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,21,37786,1,0,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,21,45903,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_35_45,21,20740,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,21,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,21,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,21,12496,0,1,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,22,37786,0,1,0,0,0,2,0,Noord-Drenthe,10
AGE_18_35,22,45903,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_35_45,22,20740,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_45_65,22,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,22,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,22,12496,0,1,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,23,37786,0,0,1,0,0,2,0,Noord-Drenthe,10
AGE_18_35,23,45903,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_35_45,23,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,23,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,23,37658,0,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,23,12496,0,1,0,0,0,0,0,Noord-Drenthe,10
AGE_0_18,24,37785,1,0,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,24,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,24,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,24,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,24,37657,1,0,0,0,0,0,0,Noord-Drenthe,10
AGE_85_100,24,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,25,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,25,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,25,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,25,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,25,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,25,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,26,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,26,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,26,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,26,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,26,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,26,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,27,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,27,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,27,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,27,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,27,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,27,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,28,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,28,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,28,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,28,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,28,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,28,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,29,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,29,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,29,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,29,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,29,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,29,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,30,37785,0,1,0,0,0,3,0,Noord-Drenthe,10
AGE_18_35,30,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,30,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,30,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,30,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,30,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,31,37784,1,0,0,0,0,4,0,Noord-Drenthe,10
AGE_18_35,31,45903,0,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,31,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,31,37763,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,31,37657,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,31,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,32,37784,0,0,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,32,45901,2,0,0,0,0,4,0,Noord-Drenthe,10
AGE_35_45,32,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,32,37762,1,0,0,0,0,7,0,Noord-Drenthe,10
AGE_65_85,32,37656,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,32,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,33,37784,0,0,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,33,45901,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_35_45,33,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,33,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,33,37656,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_85_100,33,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,34,37784,0,0,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,34,45901,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_35_45,34,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,34,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,34,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,34,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,35,37783,1,0,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,35,45901,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_35_45,35,20740,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,35,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,35,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,35,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,36,37783,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,36,45900,1,0,0,0,0,6,0,Noord-Drenthe,10
AGE_35_45,36,20739,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,36,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,36,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,36,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,37,37783,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,37,45900,0,0,0,0,0,7,0,Noord-Drenthe,10
AGE_35_45,37,20739,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,37,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,37,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,37,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,38,37783,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,38,45899,1,0,0,0,0,7,0,Noord-Drenthe,10
AGE_35_45,38,20739,1,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,38,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,38,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,38,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,39,37783,0,1,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,39,45899,0,1,0,0,0,7,0,Noord-Drenthe,10
AGE_35_45,39,20738,2,0,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,39,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,39,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,39,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,40,37782,1,1,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,40,45899,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_35_45,40,20738,1,1,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,40,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,40,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,40,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,41,37782,0,2,0,0,0,5,0,Noord-Drenthe,10
AGE_18_35,41,45899,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_35_45,41,20738,1,1,0,0,0,1,0,Noord-Drenthe,10
AGE_45_65,41,37762,0,0,0,0,0,8,0,Noord-Drenthe,10
AGE_65_85,41,37656,0,0,0,0,0,2,0,Noord-Drenthe,10
AGE_85_100,41,12496,0,0,0,0,0,1,0,Noord-Drenthe,10
AGE_0_18,0,62013,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,0,74650,2,0,0,0,0,0,0,Noord-Friesland,4
AGE_35_45,0,36494,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_45_65,0,61646,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_65_85,0,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,0,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,1,62013,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,1,74650,1,0,0,0,0,1,0,Noord-Friesland,4
AGE_35_45,1,36494,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_45_65,1,61646,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_65_85,1,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,1,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,2,62013,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,2,74650,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,2,36494,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_45_65,2,61645,1,0,0,0,0,1,0,Noord-Friesland,4
AGE_65_85,2,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,2,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,3,62013,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,3,74650,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,3,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,3,61645,1,0,0,0,0,1,0,Noord-Friesland,4
AGE_65_85,3,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,3,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,4,62013,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,4,74650,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,4,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,4,61645,1,0,0,0,0,1,0,Noord-Friesland,4
AGE_65_85,4,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,4,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,5,62012,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,5,74650,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,5,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,5,61645,0,1,0,0,0,1,0,Noord-Friesland,4
AGE_65_85,5,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,5,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,6,62012,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,6,74650,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,6,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,6,61645,0,0,1,0,0,1,0,Noord-Friesland,4
AGE_65_85,6,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,6,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,7,62012,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,7,74649,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_35_45,7,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,7,61645,0,0,1,0,0,1,0,Noord-Friesland,4
AGE_65_85,7,62117,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,7,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,8,62012,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,8,74649,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,8,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,8,61645,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,8,62116,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,8,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,9,62012,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,9,74649,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,9,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,9,61645,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,9,62116,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,9,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,10,62012,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_18_35,10,74649,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,10,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,10,61644,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,10,62115,1,1,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,10,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,11,62012,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_18_35,11,74649,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,11,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,11,61644,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,11,62115,0,2,0,0,0,0,0,Noord-Friesland,4
AGE_85_100,11,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,12,62012,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_18_35,12,74649,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,12,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,12,61644,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,12,62115,0,1,0,0,0,1,0,Noord-Friesland,4
AGE_85_100,12,23688,0,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,13,62012,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_18_35,13,74648,1,0,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,13,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,13,61644,0,1,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,13,62115,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,13,23687,1,0,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,14,62011,1,0,0,0,0,1,0,Noord-Friesland,4
AGE_18_35,14,74648,0,1,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,14,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,14,61644,0,1,0,0,0,2,0,Noord-Friesland,4
AGE_65_85,14,62115,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,14,23687,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,15,62010,2,0,0,0,0,1,0,Noord-Friesland,4
AGE_18_35,15,74648,0,1,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,15,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,15,61644,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_65_85,15,62115,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,15,23687,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,16,62010,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_18_35,16,74648,0,1,0,0,0,3,0,Noord-Friesland,4
AGE_35_45,16,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,16,61644,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_65_85,16,62115,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,16,23687,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,17,62010,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_18_35,17,74648,0,0,1,0,0,3,0,Noord-Friesland,4
AGE_35_45,17,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,17,61643,1,0,0,0,0,3,0,Noord-Friesland,4
AGE_65_85,17,62115,0,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,17,23687,0,1,0,0,0,0,0,Noord-Friesland,4
AGE_0_18,18,62010,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_18_35,18,74648,0,0,0,0,0,4,0,Noord-Friesland,4
AGE_35_45,18,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,18,61643,0,0,0,0,0,4,0,Noord-Friesland,4
AGE_65_85,18,62114,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,18,23687,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_0_18,19,62010,0,0,0,0,0,3,0,Noord-Friesland,4
AGE_18_35,19,74648,0,0,0,0,0,4,0,Noord-Friesland,4
AGE_35_45,19,36494,0,0,0,0,0,1,0,Noord-Friesland,4
AGE_45_65,19,61643,0,0,0,0,0,4,0,Noord-Friesland,4
AGE_65_85,19,62114,1,0,0,0,0,2,0,Noord-Friesland,4
AGE_85_100,19,23687,0,0,0,0,0,1,0,Noord-Friesland,4
