AGEGROUP,Time,HEALTHY,INFECTED_NOSYMPTOMS_NOTCONTAGIOUS,INFECTED_NOSYMPTOMS_ISCONTAGIOUS,INFECTED_SYMPTOMS_MILD,INFECTED_SYMPTOMS_SEVERE_ICpossible,INFECTED_SYMPTOMS_SEVERE_ICnotpossible,CURED,DEAD,NAME,OBJECTID
AGE_0_18,14,171374,1,0,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,14,207272,1,0,0,0,0,8,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,14,99433,1,0,0,0,0,0,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,14,170728,1,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,14,170332,1,0,0,0,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,14,63808,0,1,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,15,171374,1,0,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,15,207270,3,0,0,0,0,8,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,15,99433,0,1,0,0,0,0,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,15,170728,0,1,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,15,170331,2,0,0,0,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,15,63808,0,1,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,16,171374,1,0,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,16,207270,1,1,0,0,0,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,16,99433,0,1,0,0,0,0,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,16,170728,0,1,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,16,170329,2,2,0,0,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,16,63808,0,0,1,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,17,171374,1,0,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,17,207270,0,2,0,0,0,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,17,99433,0,0,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,17,170726,2,1,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,17,170329,1,2,0,0,0,4,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,17,63808,0,0,0,1,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,18,171373,2,0,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,18,207270,0,1,1,0,0,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,18,99433,0,0,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,18,170725,2,2,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,18,170328,1,1,1,0,0,5,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,18,63807,1,0,0,1,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,19,171373,1,1,0,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,19,207270,0,0,2,0,0,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,19,99432,1,0,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,19,170724,1,2,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,19,170328,0,1,1,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,19,63807,1,0,0,1,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_0_18,20,171373,1,0,1,0,0,6,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,20,207270,0,0,1,0,1,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,20,99432,1,0,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,20,170724,0,0,2,0,0,5,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,20,170328,0,1,0,0,1,6,0,Agglomeratie 's-Gravenhage,29
AGE_85_100,20,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,21,171373,0,1,0,0,0,7,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,21,207270,0,0,0,0,2,9,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,21,99431,2,0,0,0,0,1,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,21,170723,1,0,2,0,0,5,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,21,170328,0,1,0,0,0,6,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,21,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,22,171373,0,1,0,0,0,7,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,22,207270,0,0,0,0,1,10,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,22,99430,1,1,0,0,0,2,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,22,170722,2,0,0,0,2,5,1,Agglomeratie 's-Gravenhage,29
AGE_65_85,22,170327,1,0,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,22,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,23,171373,0,0,1,0,0,7,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,23,207270,0,0,0,0,0,11,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,23,99430,1,0,1,0,0,2,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,23,170721,3,0,0,0,0,6,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,23,170326,1,0,0,0,0,8,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,23,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,24,171373,0,0,0,1,0,7,0,Agglomeratie 's-Gravenhage,29
AGE_18_35,24,207270,0,0,0,0,0,11,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,24,99430,1,0,1,0,0,2,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,24,170720,2,2,0,0,0,6,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,24,170325,2,0,0,0,0,8,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,24,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,25,171372,1,0,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,25,207269,1,0,0,0,0,11,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,25,99430,1,0,1,0,0,2,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,25,170719,1,3,0,0,0,7,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,25,170325,0,0,0,0,0,10,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,25,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,26,171371,1,1,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,26,207268,1,0,0,0,0,12,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,26,99430,1,0,0,1,0,2,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,26,170717,3,2,1,0,0,7,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,26,170325,0,0,0,0,0,10,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,26,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,27,171370,1,1,0,0,0,8,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,27,207265,3,1,0,0,0,12,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,27,99429,1,0,0,1,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,27,170717,1,1,1,0,1,9,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,27,170324,1,0,0,0,0,10,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,27,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,28,171370,1,0,0,0,0,9,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,28,207265,2,2,0,0,0,12,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,28,99429,0,1,0,1,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,28,170716,1,1,1,0,2,9,2,Agglomeratie 's-Gravenhage,29
AGE_65_85,28,170324,0,0,0,0,0,11,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,28,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,29,171368,3,0,0,0,0,9,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,29,207265,0,3,1,0,0,12,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,29,99429,0,1,0,1,0,3,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,29,170715,1,1,0,1,0,11,3,Agglomeratie 's-Gravenhage,29
AGE_65_85,29,170323,1,0,0,0,0,11,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,29,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,30,171366,3,0,0,0,0,11,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,30,207262,3,1,1,0,1,13,0,Agglomeratie 's-Gravenhage,29
AGE_35_45,30,99429,0,0,1,0,0,4,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,30,170715,1,0,1,0,0,11,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,30,170322,1,1,0,0,0,11,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,30,63807,0,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,31,171366,2,0,0,0,0,12,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,31,207262,0,2,2,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_35_45,31,99429,0,0,0,0,1,4,0,Agglomeratie 's-Gravenhage,29
AGE_45_65,31,170715,0,1,1,0,0,11,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,31,170322,0,1,0,0,0,12,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,31,63805,2,0,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,32,171366,1,1,0,0,0,12,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,32,207262,0,1,1,1,0,15,1,Agglomeratie 's-Gravenhage,29
AGE_35_45,32,99429,0,0,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,32,170715,0,0,1,0,0,12,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,32,170321,1,0,0,0,0,13,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,32,63803,3,1,0,0,0,2,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,33,171365,2,0,1,0,0,12,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,33,207260,2,0,0,0,1,16,2,Agglomeratie 's-Gravenhage,29
AGE_35_45,33,99428,1,0,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,33,170714,1,0,0,1,0,12,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,33,170321,0,0,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,33,63803,2,1,0,0,0,3,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,34,171363,4,0,1,0,0,12,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,34,207260,1,0,0,0,0,17,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,34,99427,1,1,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,34,170714,1,0,0,1,0,12,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,34,170321,0,0,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,34,63803,1,1,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,35,171362,3,1,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,35,207259,1,1,0,0,0,17,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,35,99427,1,1,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,35,170712,2,0,0,0,0,14,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,35,170321,0,0,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,35,63803,1,1,0,0,0,4,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,36,171362,1,2,0,0,0,15,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,36,207256,3,0,1,0,0,18,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,36,99427,1,0,0,0,0,5,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,36,170711,2,0,0,0,0,15,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,36,170321,0,0,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,36,63801,3,0,0,0,0,5,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,37,171362,0,0,0,0,0,18,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,37,207255,4,0,1,0,0,18,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,37,99426,1,0,0,0,0,6,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,37,170711,0,2,0,0,0,15,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,37,170320,1,0,0,0,0,14,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,37,63801,2,0,0,0,0,6,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,38,171362,0,0,0,0,0,18,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,38,207255,2,0,0,1,0,20,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,38,99425,2,0,0,0,0,6,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,38,170711,0,1,0,0,0,16,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,38,170319,1,0,0,0,0,15,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,38,63801,1,0,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,39,171362,0,0,0,0,0,18,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,39,207255,1,0,0,1,0,21,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,39,99425,0,1,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,39,170711,0,0,0,0,0,17,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,39,170319,0,1,0,0,0,15,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,39,63801,0,1,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,40,171361,1,0,0,0,0,18,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,40,207255,0,0,0,0,0,23,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,40,99424,1,0,1,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,40,170711,0,0,0,0,0,17,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,40,170319,0,0,0,0,0,16,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,40,63800,1,1,0,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,41,171360,1,0,0,0,0,19,1,Agglomeratie 's-Gravenhage,29
AGE_18_35,41,207254,1,0,0,0,0,23,3,Agglomeratie 's-Gravenhage,29
AGE_35_45,41,99424,0,1,0,1,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_45_65,41,170710,1,0,0,0,0,17,4,Agglomeratie 's-Gravenhage,29
AGE_65_85,41,170317,2,0,0,0,0,16,1,Agglomeratie 's-Gravenhage,29
AGE_85_100,41,63800,1,0,1,0,0,7,1,Agglomeratie 's-Gravenhage,29
AGE_0_18,0,45113,2,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,0,54526,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_35_45,0,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,0,44899,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_65_85,0,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,0,15692,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_0_18,1,45113,2,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,1,54526,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_35_45,1,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,1,44899,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_65_85,1,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,1,15692,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_0_18,2,45113,2,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,2,54526,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_35_45,2,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,2,44899,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_65_85,2,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,2,15692,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_0_18,3,45113,2,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,3,54525,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_35_45,3,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,3,44899,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_65_85,3,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,3,15692,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_0_18,4,45113,2,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,4,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,4,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,4,44899,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,4,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,4,15691,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_0_18,5,45113,1,1,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_18_35,5,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,5,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,5,44899,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,5,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,5,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,6,45113,0,0,1,0,0,1,0,Agglomeratie Haarlem,26
AGE_18_35,6,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,6,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,6,44899,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,6,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,6,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,7,45113,0,0,0,1,0,1,0,Agglomeratie Haarlem,26
AGE_18_35,7,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,7,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,7,44899,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,7,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,7,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,8,45113,0,0,0,1,0,1,0,Agglomeratie Haarlem,26
AGE_18_35,8,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,8,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,8,44899,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,8,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,8,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,9,45113,0,0,0,1,0,1,0,Agglomeratie Haarlem,26
AGE_18_35,9,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,9,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,9,44898,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,9,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,9,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,10,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,10,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,10,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,10,44898,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,10,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,10,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,11,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,11,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,11,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,11,44898,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,11,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,11,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,12,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,12,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,12,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,12,44898,0,1,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,12,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,12,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,13,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,13,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,13,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,13,44898,0,1,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,13,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,13,15691,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,14,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,14,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,14,25374,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,14,44898,0,1,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_65_85,14,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,14,15690,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,15,45113,0,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,15,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,15,25373,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,15,44898,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,15,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,15,15690,0,1,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,16,45112,1,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,16,54525,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,16,25373,0,1,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,16,44898,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,16,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,16,15690,0,0,1,0,0,1,0,Agglomeratie Haarlem,26
AGE_0_18,17,45112,1,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,17,54524,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,17,25373,0,1,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_45_65,17,44898,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,17,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,17,15690,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_0_18,18,45112,1,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,18,54524,1,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,18,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,18,44898,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,18,45279,0,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,18,15690,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_0_18,19,45112,1,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,19,54523,2,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_35_45,19,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,19,44898,0,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,19,45278,1,0,0,0,0,0,0,Agglomeratie Haarlem,26
AGE_85_100,19,15689,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_0_18,20,45111,2,0,0,0,0,1,1,Agglomeratie Haarlem,26
AGE_18_35,20,54522,1,1,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_35_45,20,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,20,44897,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,20,45278,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_85_100,20,15689,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_0_18,21,45111,1,0,0,0,0,2,1,Agglomeratie Haarlem,26
AGE_18_35,21,54522,1,1,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_35_45,21,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,21,44897,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,21,45278,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_85_100,21,15689,0,0,0,0,0,3,0,Agglomeratie Haarlem,26
AGE_0_18,22,45110,1,0,0,0,0,3,1,Agglomeratie Haarlem,26
AGE_18_35,22,54522,0,0,0,0,0,4,0,Agglomeratie Haarlem,26
AGE_35_45,22,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,22,44897,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,22,45278,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_85_100,22,15689,0,0,0,0,0,3,0,Agglomeratie Haarlem,26
AGE_0_18,23,45110,1,0,0,0,0,3,1,Agglomeratie Haarlem,26
AGE_18_35,23,54522,0,0,0,0,0,4,0,Agglomeratie Haarlem,26
AGE_35_45,23,25373,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_45_65,23,44897,1,0,0,0,0,2,0,Agglomeratie Haarlem,26
AGE_65_85,23,45278,0,0,0,0,0,1,0,Agglomeratie Haarlem,26
AGE_85_100,23,15689,0,0,0,0,0,3,0,Agglomeratie Haarlem,26
AGE_0_18,24,45109,1,1,0,0,0,3,1,Agglomeratie Haarlem,26
